label,pattern,replace,type
part_term,floral bract,bract,flower_part
part_term,bractée florale,bract,flower_part
part_term,floralis bracteae,bract,flower_part
part_term,bráctea floral,bract,flower_part
part_term,Blütenhüllblatt,bract,flower_part
part_term,çiçek braktesi,bract,flower_part
part_term,bráctea floral,bract,flower_part
part_term,floral bracts,bract,flower_part
part_term,bractées florales,bract,flower_part
part_term,bracteae florae,bract,flower_part
part_term,brácteas florales,bract,flower_part
part_term,Blütenhüllblätter,bract,flower_part
part_term,çiçek diş telleri,bract,flower_part
part_term,brácteas florais,bract,flower_part
part_term,floral envelope,floral envelope,flower_part
part_term,enveloppe florale,floral envelope,flower_part
part_term,florum involucro,floral envelope,flower_part
part_term,sobre floral,floral envelope,flower_part
part_term,Blumenumschlag,floral envelope,flower_part
part_term,çiçek zarfı,floral envelope,flower_part
part_term,envelope floral,floral envelope,flower_part
part_term,floral envelopes,floral envelope,flower_part
part_term,enveloppes florales,floral envelope,flower_part
part_term,florum involucris,floral envelope,flower_part
part_term,sobres florales,floral envelope,flower_part
part_term,Blumenumschläge,floral envelope,flower_part
part_term,çiçek zarfları,floral envelope,flower_part
part_term,envelopes florais,floral envelope,flower_part
part_term,floral guide,floral guide,flower_part
part_term,guide floral,floral guide,flower_part
part_term,floralis dux,floral guide,flower_part
part_term,guía floral,floral guide,flower_part
part_term,Blumenführer,floral guide,flower_part
part_term,çiçek rehberi,floral guide,flower_part
part_term,guia floral,floral guide,flower_part
part_term,floral guides,floral guide,flower_part
part_term,guides floraux,floral guide,flower_part
part_term,duces florum,floral guide,flower_part
part_term,guias florales,floral guide,flower_part
part_term,Blumenführer,floral guide,flower_part
part_term,çiçek kılavuzları,floral guide,flower_part
part_term,guias florais,floral guide,flower_part
part_term,floral leaf,leaf,flower_part
part_term,feuille florale,leaf,flower_part
part_term,folium florum,leaf,flower_part
part_term,hoja floral,leaf,flower_part
part_term,Blumenblatt,leaf,flower_part
part_term,çiçek yaprağı,leaf,flower_part
part_term,folha floral,leaf,flower_part
part_term,floral leaves,leaf,flower_part
part_term,feuilles florales,leaf,flower_part
part_term,folia floralia,leaf,flower_part
part_term,hojas florales,leaf,flower_part
part_term,Blumenblätter,leaf,flower_part
part_term,çiçek yaprakları,leaf,flower_part
part_term,folhas florais,leaf,flower_part
part_term,floret,floret,flower_part
part_term,fleuron,floret,flower_part
part_term,floret,floret,flower_part
part_term,florete,floret,flower_part
part_term,Blümchen,floret,flower_part
part_term,çiçek,floret,flower_part
part_term,florzinha,floret,flower_part
part_term,florets,floret,flower_part
part_term,fleurons,floret,flower_part
part_term,flores,floret,flower_part
part_term,floretes,floret,flower_part
part_term,Blütchen,floret,flower_part
part_term,çiçekler,floret,flower_part
part_term,florzinhas,floret,flower_part
part_term,flower,flower,flower_part
part_term,fleur,flower,flower_part
part_term,flos,flower,flower_part
part_term,flor,flower,flower_part
part_term,Blume,flower,flower_part
part_term,çiçek,flower,flower_part
part_term,flor,flower,flower_part
part_term,flowering branch,branch,flower_part
part_term,branche fleurie,branch,flower_part
part_term,flos,branch,flower_part
part_term,rama floreciente,branch,flower_part
part_term,blühender Zweig,branch,flower_part
part_term,Çiçekli dal,branch,flower_part
part_term,ramo florido,branch,flower_part
part_term,flowering branches,branch,flower_part
part_term,branches fleuries,branch,flower_part
part_term,ramis florentibus,branch,flower_part
part_term,ramas florecientes,branch,flower_part
part_term,blühende Zweige,branch,flower_part
part_term,Çiçekli dallar,branch,flower_part
part_term,ramos floridos,branch,flower_part
part_term,flowering stem,flowering stem,flower_part
part_term,tige fleurie,flowering stem,flower_part
part_term,anthesi,flowering stem,flower_part
part_term,tallo floreciente,flowering stem,flower_part
part_term,blühender Stängel,flowering stem,flower_part
part_term,Çiçekli kök,flowering stem,flower_part
part_term,caule florido,flowering stem,flower_part
part_term,flowering stems,flowering stem,flower_part
part_term,tiges fleuries,flowering stem,flower_part
part_term,florentibus caulibus,flowering stem,flower_part
part_term,tallos florecientes,flowering stem,flower_part
part_term,blühende Stängel,flowering stem,flower_part
part_term,Çiçekli saplar,flowering stem,flower_part
part_term,hastes floridas,flowering stem,flower_part
part_term,flowers,flower,flower_part
part_term,fleurs,flower,flower_part
part_term,flores,flower,flower_part
part_term,Blumen,flower,flower_part
part_term,çiçekler,flower,flower_part
part_term,flores,flower,flower_part
part_term,fls,flower,flower_part
part_term,fls *,flower,flower_part
part_term,fls,flower,flower_part
part_term,foliage,foliage,leaf_part
part_term,feuillage,foliage,leaf_part
part_term,frondes,foliage,leaf_part
part_term,follaje,foliage,leaf_part
part_term,Laub,foliage,leaf_part
part_term,yeşillik,foliage,leaf_part
part_term,folhagem,foliage,leaf_part
part_term,fr,fruit,fruit_part
part_term,fr*,fruit,fruit_part
part_term,fr,fruit,fruit_part
part_term,Fr,fruit,fruit_part
part_term,franco,fruit,fruit_part
part_term,fr.,fruit,fruit_part
part_term,Fr.,fruit,fruit_part
part_term,frag.,fruit,fruit_part
part_term,fruit,fruit,fruit_part
part_term,fructus,fruit,fruit_part
part_term,fruta,fruit,fruit_part
part_term,Obst,fruit,fruit_part
part_term,meyve,fruit,fruit_part
part_term,fruta,fruit,fruit_part
part_term,fruiting perianth,perianth,fruit_part
part_term,périanthe fructifère,perianth,fruit_part
part_term,fructificatio perigonii,perianth,fruit_part
part_term,perianto fructífero,perianth,fruit_part
part_term,fruchtende Blütenhülle,perianth,fruit_part
part_term,meyve veren periant,perianth,fruit_part
part_term,perianto frutífero,perianth,fruit_part
part_term,fruits,fruit,fruit_part
part_term,fructus,fruit,fruit_part
part_term,frutas,fruit,fruit_part
part_term,Früchte,fruit,fruit_part
part_term,meyveler,fruit,fruit_part
part_term,frutas,fruit,fruit_part
part_term,funicle,funicle,female_flower_part
part_term,funicule,funicle,female_flower_part
part_term,funicle,funicle,female_flower_part
part_term,funículo,funicle,female_flower_part
part_term,Standseilbahn,funicle,female_flower_part
part_term,kordon,funicle,female_flower_part
part_term,funículo,funicle,female_flower_part
part_term,funicles,funicle,female_flower_part
part_term,funicules,funicle,female_flower_part
part_term,funiculae,funicle,female_flower_part
part_term,funículos,funicle,female_flower_part
part_term,Standseilbahnen,funicle,female_flower_part
part_term,funiküller,funicle,female_flower_part
part_term,funículos,funicle,female_flower_part
part_term,funiculus,funiculus,female_flower_part
part_term,funicule,funiculus,female_flower_part
part_term,funiculus,funiculus,female_flower_part
part_term,funículo,funiculus,female_flower_part
part_term,Standseilbahn,funiculus,female_flower_part
part_term,kordon,funiculus,female_flower_part
part_term,funículo,funiculus,female_flower_part
part_term,glomerule,glomerule,inflorescence
part_term,glomérule,glomerule,inflorescence
part_term,glomerule,glomerule,inflorescence
part_term,glomérulo,glomerule,inflorescence
part_term,Glomerule,glomerule,inflorescence
part_term,çiçek kümesi,glomerule,inflorescence
part_term,glomérulo,glomerule,inflorescence
part_term,glomerules,glomerule,inflorescence
part_term,glomérules,glomerule,inflorescence
part_term,glomerules,glomerule,inflorescence
part_term,glomérulos,glomerule,inflorescence
part_term,Glomerulen,glomerule,inflorescence
part_term,glomerüller,glomerule,inflorescence
part_term,glomérulos,glomerule,inflorescence
part_term,gynandrium,gynandrium,male_flower_part
part_term,gynandre,gynandrium,male_flower_part
part_term,gynandrium,gynandrium,male_flower_part
part_term,ginandrio,gynandrium,male_flower_part
part_term,Gynandrium,gynandrium,male_flower_part
part_term,gynandrium,gynandrium,male_flower_part
part_term,ginândrio,gynandrium,male_flower_part
part_term,gynoecia,carpel,female_flower_part
part_term,gynécologie,carpel,female_flower_part
part_term,gynoecia,carpel,female_flower_part
part_term,ginecia,carpel,female_flower_part
part_term,Gynäzie,carpel,female_flower_part
part_term,jinekomasti,carpel,female_flower_part
part_term,ginecia,carpel,female_flower_part
part_term,gynoecium,carpel,female_flower_part
part_term,gynécée,carpel,female_flower_part
part_term,gynoecium,carpel,female_flower_part
part_term,gineceo,carpel,female_flower_part
part_term,Gynäkium,carpel,female_flower_part
part_term,jinekyum,carpel,female_flower_part
part_term,gineceu,carpel,female_flower_part
part_term,gynostegium,gynostegium,male_flower_part
part_term,gynostégie,gynostegium,male_flower_part
part_term,gynostegium,gynostegium,male_flower_part
part_term,ginostegio,gynostegium,male_flower_part
part_term,Gynostegium,gynostegium,male_flower_part
part_term,Jinostegium,gynostegium,male_flower_part
part_term,ginostégio,gynostegium,male_flower_part
part_term,gynophore,gynophore,fruit_part
part_term,ginóforo,gynophore,fruit_part
part_term,Gynophor,gynophore,fruit_part
part_term,jinofor,gynophore,fruit_part
part_term,ginóforo,gynophore,fruit_part
part_term,gynophores,gynophore,fruit_part
part_term,ginóforos,gynophore,fruit_part
part_term,Gynophoren,gynophore,fruit_part
part_term,jinoforlar,gynophore,fruit_part
part_term,ginóforos,gynophore,fruit_part
part_term,head,head,inflorescence
part_term,tête,head,inflorescence
part_term,caput,head,inflorescence
part_term,cabeza,head,inflorescence
part_term,Kopf,head,inflorescence
part_term,KAFA,head,inflorescence
part_term,cabeça,head,inflorescence
part_term,heads,head,inflorescence
part_term,têtes,head,inflorescence
part_term,capitibus,head,inflorescence
part_term,cabezas,head,inflorescence
part_term,Köpfe,head,inflorescence
part_term,kafalar,head,inflorescence
part_term,cabeças,head,inflorescence
part_term,heterothetic,heterothetic,inflorescence
part_term,hétérothétique,heterothetic,inflorescence
part_term,heterothetic,heterothetic,inflorescence
part_term,heterotético,heterothetic,inflorescence
part_term,heterothetisch,heterothetic,inflorescence
part_term,heterotetik,heterothetic,inflorescence
part_term,heterotético,heterothetic,inflorescence
part_term,hilum,hilum,fruit_part
part_term,hile,hilum,fruit_part
part_term,hilum,hilum,fruit_part
part_term,hilio,hilum,fruit_part
part_term,Hilum,hilum,fruit_part
part_term,hilum,hilum,fruit_part
part_term,hilo,hilum,fruit_part
part_term,homeothetic,homeothetic,inflorescence
part_term,homéothétique,homeothetic,inflorescence
part_term,homeothetic,homeothetic,inflorescence
part_term,homeotético,homeothetic,inflorescence
part_term,homöotisch,homeothetic,inflorescence
part_term,homeotik,homeothetic,inflorescence
part_term,homeotético,homeothetic,inflorescence
part_term,hypanthia,hypanthium,flower_part
part_term,hypanthie,hypanthium,flower_part
part_term,hypanthia,hypanthium,flower_part
part_term,hipantia,hypanthium,flower_part
part_term,Hypanthie,hypanthium,flower_part
part_term,hipantiya,hypanthium,flower_part
part_term,hipanto,hypanthium,flower_part
part_term,hypanthium,hypanthium,flower_part
part_term,hypanthe,hypanthium,flower_part
part_term,hypanthium,hypanthium,flower_part
part_term,hipantio,hypanthium,flower_part
part_term,Hypanthium,hypanthium,flower_part
part_term,hipantyum,hypanthium,flower_part
part_term,hipanto,hypanthium,flower_part
part_term,indehiscent,indehiscent,fruit_part
part_term,indéhiscent,indehiscent,fruit_part
part_term,indehiscent,indehiscent,fruit_part
part_term,indehiscente,indehiscent,fruit_part
part_term,unaufhaltsam,indehiscent,fruit_part
part_term,bölünmez,indehiscent,fruit_part
part_term,indeiscente,indehiscent,fruit_part
part_term,indumenta,indumentum,plant_part
part_term,indument,indumentum,plant_part
part_term,indumenta,indumentum,plant_part
part_term,indumentaria,indumentum,plant_part
part_term,indumenta,indumentum,plant_part
part_term,dolaylı,indumentum,plant_part
part_term,indumentária,indumentum,plant_part
part_term,indumentum,indumentum,plant_part
part_term,indumento,indumentum,plant_part
part_term,indumentum,indumentum,plant_part
part_term,alet,indumentum,plant_part
part_term,indumento,indumentum,plant_part
part_term,indumentums,indumentum,plant_part
part_term,indumentos,indumentum,plant_part
part_term,indumentums,indumentum,plant_part
part_term,belgeler,indumentum,plant_part
part_term,indumentos,indumentum,plant_part
part_term,inflorescence,inflorescence,inflorescence
part_term,inflorescentia,inflorescence,inflorescence
part_term,inflorescencia,inflorescence,inflorescence
part_term,Blütenstand,inflorescence,inflorescence
part_term,çiçeklenme,inflorescence,inflorescence
part_term,inflorescência,inflorescence,inflorescence
part_term,inflorescence-axes,inflorescence-axes,inflorescence
part_term,axes d'inflorescence,inflorescence-axes,inflorescence
part_term,inflorescentia axium,inflorescence-axes,inflorescence
part_term,ejes de inflorescencia,inflorescence-axes,inflorescence
part_term,Blütenstandsachsen,inflorescence-axes,inflorescence
part_term,çiçeklenme eksenleri,inflorescence-axes,inflorescence
part_term,eixos de inflorescência,inflorescence-axes,inflorescence
part_term,inflorescences,inflorescence,inflorescence
part_term,inflorescentiae,inflorescence,inflorescence
part_term,inflorescencias,inflorescence,inflorescence
part_term,Blütenstände,inflorescence,inflorescence
part_term,çiçek salkımları,inflorescence,inflorescence
part_term,inflorescências,inflorescence,inflorescence
part_term,inflorescenses,inflorescence,inflorescence
part_term,inflorescences,inflorescence,inflorescence
part_term,inflorescentiae,inflorescence,inflorescence
part_term,inflorescencias,inflorescence,inflorescence
part_term,Blütenstände,inflorescence,inflorescence
part_term,Çiçek salkımları,inflorescence,inflorescence
part_term,inflorescências,inflorescence,inflorescence
part_term,infructescence,infructescence,fruit_part
part_term,infrutescence,infructescence,fruit_part
part_term,infructus,infructescence,fruit_part
part_term,infrutescencia,infructescence,fruit_part
part_term,Fruchtstand,infructescence,fruit_part
part_term,bozulma,infructescence,fruit_part
part_term,infrutescência,infructescence,fruit_part
part_term,infructescences,infructescence,fruit_part
part_term,infrutescences,infructescence,fruit_part
part_term,infructuosae,infructescence,fruit_part
part_term,infrutescencias,infructescence,fruit_part
part_term,Fruchtstände,infructescence,fruit_part
part_term,hasarlar,infructescence,fruit_part
part_term,infrutescências,infructescence,fruit_part
part_term,intemode,intemode,flower_part
part_term,intermode,intemode,flower_part
part_term,intemode,intemode,flower_part
part_term,intermodo,intemode,flower_part
part_term,Zwischenmodus,intemode,flower_part
part_term,ara mod,intemode,flower_part
part_term,modo interno,intemode,flower_part
part_term,interfoliolar segment,interfoliolar segment,plant_part
part_term,segment interfoliolaire,interfoliolar segment,plant_part
part_term,segmentum interfolior,interfoliolar segment,plant_part
part_term,segmento interfoliolar,interfoliolar segment,plant_part
part_term,interfoliolares Segment,interfoliolar segment,plant_part
part_term,yapraklararası segment,interfoliolar segment,plant_part
part_term,segmento interfoliolar,interfoliolar segment,plant_part
part_term,interfoliolar segments,interfoliolar segment,plant_part
part_term,segments interfoliolaires,interfoliolar segment,plant_part
part_term,segmentis interfoliolar,interfoliolar segment,plant_part
part_term,segmentos interfoliolares,interfoliolar segment,plant_part
part_term,interfoliolare Segmente,interfoliolar segment,plant_part
part_term,yapraklararası segmentler,interfoliolar segment,plant_part
part_term,segmentos interfoliolares,interfoliolar segment,plant_part
part_term,interpetiolar segments,interpetiolar segment,plant_part
part_term,segments interpétiolaires,interpetiolar segment,plant_part
part_term,segmentis interpolatis,interpetiolar segment,plant_part
part_term,segmentos interpeciolares,interpetiolar segment,plant_part
part_term,interpetioläre Segmente,interpetiolar segment,plant_part
part_term,interpetiolar segmentler,interpetiolar segment,plant_part
part_term,segmentos interpeciolares,interpetiolar segment,plant_part
part_term,interpinnal segment,interpinnal segment,plant_part
part_term,segment interpinnal,interpinnal segment,plant_part
part_term,interpinnal segmentum,interpinnal segment,plant_part
part_term,segmento interpinnal,interpinnal segment,plant_part
part_term,interpinnales Segment,interpinnal segment,plant_part
part_term,interpinnal segment,interpinnal segment,plant_part
part_term,segmento interpinal,interpinnal segment,plant_part
part_term,interpinnal segments,interpinnal segment,plant_part
part_term,segments interpinnaux,interpinnal segment,plant_part
part_term,interpinnal segments,interpinnal segment,plant_part
part_term,segmentos interpinnales,interpinnal segment,plant_part
part_term,interpinnale Segmente,interpinnal segment,plant_part
part_term,interpinnal bölümler,interpinnal segment,plant_part
part_term,segmentos interpinais,interpinnal segment,plant_part
part_term,introrse,introrse,male_flower_part
part_term,introduction,introrse,male_flower_part
part_term,introrse,introrse,male_flower_part
part_term,introducir,introrse,male_flower_part
part_term,einführen,introrse,male_flower_part
part_term,içeri girme,introrse,male_flower_part
part_term,introvertido,introrse,male_flower_part
part_term,keel,keel,flower_part
part_term,quille,keel,flower_part
part_term,carina,keel,flower_part
part_term,quilla,keel,flower_part
part_term,Kiel,keel,flower_part
part_term,omurga,keel,flower_part
part_term,quilha,keel,flower_part
part_term,keels,keel,flower_part
part_term,quilles,keel,flower_part
part_term,carinae,keel,flower_part
part_term,quillas,keel,flower_part
part_term,Kiele,keel,flower_part
part_term,omurga,keel,flower_part
part_term,quilhas,keel,flower_part
part_term,lamina,lamina,leaf_part
part_term,lame,lamina,leaf_part
part_term,lamina,lamina,leaf_part
part_term,lámina,lamina,leaf_part
part_term,Schicht,lamina,leaf_part
part_term,tabaka,lamina,leaf_part
part_term,lâmina,lamina,leaf_part
part_term,leaf axes,leaf-axis,leaf_part
part_term,axes de feuilles,leaf-axis,leaf_part
part_term,folium secures,leaf-axis,leaf_part
part_term,ejes de hojas,leaf-axis,leaf_part
part_term,Blattachseln,leaf-axis,leaf_part
part_term,yaprak eksenleri,leaf-axis,leaf_part
part_term,eixos de folhas,leaf-axis,leaf_part
part_term,leaf axis,leaf-axis,leaf_part
part_term,axe de la feuille,leaf-axis,leaf_part
part_term,folium axis,leaf-axis,leaf_part
part_term,eje de la hoja,leaf-axis,leaf_part
part_term,Blattachse,leaf-axis,leaf_part
part_term,yaprak ekseni,leaf-axis,leaf_part
part_term,eixo da folha,leaf-axis,leaf_part
part_term,leaf blade,leaf,leaf_part
part_term,limbe de la feuille,leaf,leaf_part
part_term,folium ferrum,leaf,leaf_part
part_term,lámina de la hoja,leaf,leaf_part
part_term,Blattspreite,leaf,leaf_part
part_term,yaprak bıçağı,leaf,leaf_part
part_term,lâmina foliar,leaf,leaf_part
part_term,leaf blades,leaf,leaf_part
part_term,limbes des feuilles,leaf,leaf_part
part_term,folium laminae,leaf,leaf_part
part_term,láminas de las hojas,leaf,leaf_part
part_term,Blattspreiten,leaf,leaf_part
part_term,yaprak bıçakları,leaf,leaf_part
part_term,lâminas de folhas,leaf,leaf_part
part_term,leaf,leaf,leaf_part
part_term,feuille,leaf,leaf_part
part_term,folium,leaf,leaf_part
part_term,hoja,leaf,leaf_part
part_term,Blatt,leaf,leaf_part
part_term,yaprak,leaf,leaf_part
part_term,folha,leaf,leaf_part
part_term,leaf-axes,leaf-axis,leaf_part
part_term,haches-feuilles,leaf-axis,leaf_part
part_term,folium axium,leaf-axis,leaf_part
part_term,hachas de hoja,leaf-axis,leaf_part
part_term,Blattachseln,leaf-axis,leaf_part
part_term,yaprak eksenleri,leaf-axis,leaf_part
part_term,machados de folhas,leaf-axis,leaf_part
part_term,leaf-axis,leaf-axis,leaf_part
part_term,axe de la feuille,leaf-axis,leaf_part
part_term,folium-axis,leaf-axis,leaf_part
part_term,eje de la hoja,leaf-axis,leaf_part
part_term,Blattachse,leaf-axis,leaf_part
part_term,yaprak ekseni,leaf-axis,leaf_part
part_term,eixo da folha,leaf-axis,leaf_part
part_term,leaf-bracteate,leaf-bracteate,leaf_part
part_term,feuille-bractée,leaf-bracteate,leaf_part
part_term,folium-bracteatum,leaf-bracteate,leaf_part
part_term,bracteato de hoja,leaf-bracteate,leaf_part
part_term,Blattbrakteat,leaf-bracteate,leaf_part
part_term,yaprak-braktat,leaf-bracteate,leaf_part
part_term,folha-bracteada,leaf-bracteate,leaf_part
part_term,leaf-stalk,leaf-stalk,leaf_part
part_term,tige de feuille,leaf-stalk,leaf_part
part_term,caulis,leaf-stalk,leaf_part
part_term,tallo de hoja,leaf-stalk,leaf_part
part_term,Blattstiel,leaf-stalk,leaf_part
part_term,yaprak sapı,leaf-stalk,leaf_part
part_term,talo de folha,leaf-stalk,leaf_part
part_term,leaf-stalks,leaf-stalk,leaf_part
part_term,tiges de feuilles,leaf-stalk,leaf_part
part_term,caules,leaf-stalk,leaf_part
part_term,tallos de hojas,leaf-stalk,leaf_part
part_term,Blattstiele,leaf-stalk,leaf_part
part_term,yaprak sapları,leaf-stalk,leaf_part
part_term,talos de folhas,leaf-stalk,leaf_part
part_term,leaflet blade,leaflet,leaf_part
part_term,lame de dépliant,leaflet,leaf_part
part_term,Foliolum lamina,leaflet,leaf_part
part_term,hoja del folleto,leaflet,leaf_part
part_term,Blättchenblatt,leaflet,leaf_part
part_term,broşür bıçağı,leaflet,leaf_part
part_term,lâmina de folheto,leaflet,leaf_part
part_term,leaflet blades,leaflet,leaf_part
part_term,lames de dépliant,leaflet,leaf_part
part_term,foliolum,leaflet,leaf_part
part_term,hojas de folletos,leaflet,leaf_part
part_term,Blättchenblätter,leaflet,leaf_part
part_term,broşür bıçakları,leaflet,leaf_part
part_term,lâminas de folheto,leaflet,leaf_part
part_term,leaflet,leaflet,leaf_part
part_term,brochure,leaflet,leaf_part
part_term,foliolum,leaflet,leaf_part
part_term,prospecto,leaflet,leaf_part
part_term,Broschüre,leaflet,leaf_part
part_term,broşür,leaflet,leaf_part
part_term,folheto,leaflet,leaf_part
part_term,leaflet-pair,leaflet,leaf_part
part_term,paire de feuillets,leaflet,leaf_part
part_term,folium par,leaflet,leaf_part
part_term,par de folletos,leaflet,leaf_part
part_term,Blättchenpaar,leaflet,leaf_part
part_term,broşür çifti,leaflet,leaf_part
part_term,par de folhetos,leaflet,leaf_part
part_term,leaflet-pairs,leaflet,leaf_part
part_term,paires de folioles,leaflet,leaf_part
part_term,foliolum-jugis,leaflet,leaf_part
part_term,pares de folletos,leaflet,leaf_part
part_term,Blättchenpaare,leaflet,leaf_part
part_term,broşür çiftleri,leaflet,leaf_part
part_term,pares de folhetos,leaflet,leaf_part
part_term,leaflets,leaflet,leaf_part
part_term,dépliants,leaflet,leaf_part
part_term,foliolis,leaflet,leaf_part
part_term,folletos,leaflet,leaf_part
part_term,Flugblätter,leaflet,leaf_part
part_term,broşürler,leaflet,leaf_part
part_term,folhetos,leaflet,leaf_part
part_term,leafstalk,leaf-stalk,leaf_part
part_term,pétiole,leaf-stalk,leaf_part
part_term,leafstalk,leaf-stalk,leaf_part
part_term,tallo de hoja,leaf-stalk,leaf_part
part_term,Blattstiel,leaf-stalk,leaf_part
part_term,yaprak sapı,leaf-stalk,leaf_part
part_term,caule de folha,leaf-stalk,leaf_part
part_term,leafstalks,leaf-stalk,leaf_part
part_term,pétioles,leaf-stalk,leaf_part
part_term,folia,leaf-stalk,leaf_part
part_term,tallos de hojas,leaf-stalk,leaf_part
part_term,Blattstiele,leaf-stalk,leaf_part
part_term,yaprak sapları,leaf-stalk,leaf_part
part_term,talos de folhas,leaf-stalk,leaf_part
part_term,leaved,,leaf_part
part_term,laissé,,leaf_part
part_term,Fraxinus,,leaf_part
part_term,cubierto de hojas,,leaf_part
part_term,verlassen,,leaf_part
part_term,yapraklı,,leaf_part
part_term,com folhas,,leaf_part
part_term,leaves,leaf,leaf_part
part_term,feuilles,leaf,leaf_part
part_term,folia,leaf,leaf_part
part_term,hojas,leaf,leaf_part
part_term,Blätter,leaf,leaf_part
part_term,yapraklar,leaf,leaf_part
part_term,folhas,leaf,leaf_part
part_term,lenticel,lenticel,plant_part
part_term,lenticelle,lenticel,plant_part
part_term,lenticel,lenticel,plant_part
part_term,lenticela,lenticel,plant_part
part_term,Lentizelle,lenticel,plant_part
part_term,mercimek,lenticel,plant_part
part_term,lenticela,lenticel,plant_part
part_term,lenticels,lenticel,plant_part
part_term,lenticelles,lenticel,plant_part
part_term,lenticels,lenticel,plant_part
part_term,lenticelas,lenticel,plant_part
part_term,Lentizellen,lenticel,plant_part
part_term,mercimek,lenticel,plant_part
part_term,lenticelas,lenticel,plant_part
part_term,lf,leaf,leaf_part
part_term,si,leaf,leaf_part
part_term,lf*,leaf,leaf_part
part_term,si,leaf,leaf_part
part_term,lf,leaf,leaf_part
part_term,eğer,leaf,leaf_part
part_term,Se,leaf,leaf_part
part_term,lf-axes,leaf-axis,leaf_part
part_term,axes lf,leaf-axis,leaf_part
part_term,lf-axes,leaf-axis,leaf_part
part_term,ejes lf,leaf-axis,leaf_part
part_term,LF-Achsen,leaf-axis,leaf_part
part_term,lf eksenleri,leaf-axis,leaf_part
part_term,eixos lf,leaf-axis,leaf_part
part_term,lf-axis,leaf-axis,leaf_part
part_term,axe lf,leaf-axis,leaf_part
part_term,lf-axis,leaf-axis,leaf_part
part_term,eje lf,leaf-axis,leaf_part
part_term,LF-Achse,leaf-axis,leaf_part
part_term,lf ekseni,leaf-axis,leaf_part
part_term,eixo lf,leaf-axis,leaf_part
part_term,lf-stk,leaf-stalk,leaf_part
part_term,se-stk,leaf-stalk,leaf_part
part_term,lf-stks,leaf-stalk,leaf_part
part_term,lfstk,leaf-stalk,leaf_part
part_term,lfstks,leaf-stalk,leaf_part
part_term,lft,leaflet,leaf_part
part_term,à gauche,leaflet,leaf_part
part_term,lft *,leaflet,leaf_part
part_term,dejar,leaflet,leaf_part
part_term,lft,leaflet,leaf_part
part_term,sol,leaflet,leaf_part
part_term,esquerda,leaflet,leaf_part
part_term,lfts,leaflet,leaf_part
part_term,lffts,leaflet,leaf_part
part_term,lfts,leaflet,leaf_part
part_term,asansörler,leaflet,leaf_part
part_term,lfts,leaflet,leaf_part
part_term,ligule,ligule,leaf_part
part_term,ligula,ligule,leaf_part
part_term,lígula,ligule,leaf_part
part_term,Blatthäutchen,ligule,leaf_part
part_term,ligule,ligule,leaf_part
part_term,lígula,ligule,leaf_part
part_term,locule,locule,female_flower_part
part_term,lieu,locule,female_flower_part
part_term,locule,locule,female_flower_part
part_term,lóculo,locule,female_flower_part
part_term,Lokal,locule,female_flower_part
part_term,lokül,locule,female_flower_part
part_term,lóculo,locule,female_flower_part
part_term,loculus,loculus,female_flower_part
part_term,locus,loculus,female_flower_part
part_term,lóculo,loculus,female_flower_part
part_term,Ort,loculus,female_flower_part
part_term,lokulus,loculus,female_flower_part
part_term,lóculo,loculus,female_flower_part
part_term,lvd,leaved,leaf_part
part_term,valor,leaved,leaf_part
part_term,lvs,leaf,leaf_part
part_term,LV,leaf,leaf_part
part_term,lvs,leaf,leaf_part
part_term,mesocarp,mesocarp,fruit_part
part_term,mésocarpe,mesocarp,fruit_part
part_term,mesocarpio,mesocarp,fruit_part
part_term,Mesokarp,mesocarp,fruit_part
part_term,mezokarp,mesocarp,fruit_part
part_term,mesocarpo,mesocarp,fruit_part
part_term,mid-stem,,plant_part
part_term,milieu de la tige,,plant_part
part_term,medium stem,,plant_part
part_term,tallo medio,,plant_part
part_term,Mittelstiel,,plant_part
part_term,orta gövde,,plant_part
part_term,meio do caule,,plant_part
part_term,monadelphous,monadelphous,male_flower_part
part_term,Monadelphe,monadelphous,male_flower_part
part_term,monadelphous,monadelphous,male_flower_part
part_term,monadelfo,monadelphous,male_flower_part
part_term,monadelphous,monadelphous,male_flower_part
part_term,monadelf,monadelphous,male_flower_part
part_term,monadelfo,monadelphous,male_flower_part
part_term,monochasium,monochasium,inflorescence
part_term,monocasio,monochasium,inflorescence
part_term,Monochasium,monochasium,inflorescence
part_term,monochasium,monochasium,inflorescence
part_term,monocásio,monochasium,inflorescence
part_term,monodelphous,monodelphous,male_flower_part
part_term,monodelphe,monodelphous,male_flower_part
part_term,monodelphous,monodelphous,male_flower_part
part_term,monodelfo,monodelphous,male_flower_part
part_term,monodelphos,monodelphous,male_flower_part
part_term,monodelphous,monodelphous,male_flower_part
part_term,monodelfo,monodelphous,male_flower_part
part_term,multicarpellate,multicarpellate,female_flower_part
part_term,multicarpellé,multicarpellate,female_flower_part
part_term,multicarpellate,multicarpellate,female_flower_part
part_term,multicarpelar,multicarpellate,female_flower_part
part_term,mehrzellig,multicarpellate,female_flower_part
part_term,çokkarpelli,multicarpellate,female_flower_part
part_term,multicarpelado,multicarpellate,female_flower_part
part_term,nectar disk,nectar disk,flower_part
part_term,disque de nectar,nectar disk,flower_part
part_term,nectar orbis,nectar disk,flower_part
part_term,disco de néctar,nectar disk,flower_part
part_term,Nektarscheibe,nectar disk,flower_part
